ID	adj.P.Val
228956_at	0.67403
1561937_x_at	0.67407
36030_at	0.67407
220189_s_at	0.67407
219515_at	0.67407
244744_at	0.67407
202875_s_at	0.67407
244230_at	0.67407
239543_s_at	0.67407
240645_at	0.67407
216101_at	0.67407
218981_at	0.6742
232247_at	0.6742
206864_s_at	0.6742
211913_s_at	0.6742
237800_at	0.67428
1555132_at	0.67434
238987_at	0.67446
218269_at	0.67446
243940_at	0.67446
207611_at	0.67446
240269_at	0.67446
1559889_at	0.67447
231200_at	0.67448
223985_at	0.67448
228571_at	0.67448
227446_s_at	0.67453
219055_at	0.67471
238979_at	0.67473
211049_at	0.67473
239448_at	0.67477
229011_at	0.67477
205221_at	0.67477
243496_at	0.67477
226086_at	0.67478
233368_s_at	0.67491
214084_x_at	0.67493
213644_at	0.67493
214336_s_at	0.67495
1553830_s_at	0.67497
212142_at	0.67497
221004_s_at	0.675
226985_at	0.67503
1563494_at	0.67505
226783_at	0.67512
208760_at	0.67528
239780_at	0.67531
206375_s_at	0.67531
240085_at	0.67531
229274_at	0.67536
220928_s_at	0.67538
242833_at	0.6755
217797_at	0.6755
209606_at	0.6755
234364_at	0.6755
202310_s_at	0.6755
1553730_x_at	0.67551
209047_at	0.67551
243470_at	0.67551
225593_at	0.67551
236849_at	0.67551
1566825_at	0.67551
238157_at	0.67551
1555316_a_at	0.67556
213112_s_at	0.67558
222442_s_at	0.67569
243257_at	0.67569
202131_s_at	0.67569
1555313_a_at	0.67572
230077_at	0.67572
234486_at	0.67583
204697_s_at	0.67585
234629_at	0.67585
232921_at	0.67589
1554103_at	0.67589
203001_s_at	0.67589
1560219_at	0.67589
202987_at	0.67598
220902_at	0.67598
236244_at	0.67598
217890_s_at	0.67598
217204_at	0.67598
227289_at	0.67598
1559939_at	0.676
203324_s_at	0.67611
217854_s_at	0.67611
242030_at	0.67613
218532_s_at	0.67613
236557_at	0.67614
241307_at	0.67615
209303_at	0.67615
224570_s_at	0.67615
234696_at	0.67615
212602_at	0.67615
1568930_at	0.67615
219201_s_at	0.67615
236518_at	0.67615
1569867_at	0.67615
1563247_at	0.67615
218595_s_at	0.67619
208354_s_at	0.67644
1567285_at	0.67644
233126_s_at	0.67644
1569104_a_at	0.67644
204231_s_at	0.67644
238064_at	0.67644
1560563_at	0.67644
41329_at	0.67644
242312_x_at	0.67644
202378_s_at	0.67644
227408_s_at	0.67644
238628_s_at	0.67644
242491_at	0.67644
215716_s_at	0.67644
1558943_x_at	0.67644
218188_s_at	0.67644
1552848_a_at	0.67644
230699_at	0.67644
1557430_at	0.67644
38069_at	0.67651
208945_s_at	0.67651
230614_at	0.67651
1561596_at	0.67651
1570632_at	0.67651
52078_at	0.67657
242143_at	0.67657
39548_at	0.67657
209715_at	0.67657
213762_x_at	0.67657
231487_at	0.67657
243052_at	0.67657
210627_s_at	0.67657
243797_at	0.67657
220124_at	0.67657
214313_s_at	0.67657
200728_at	0.67682
230830_at	0.67683
203936_s_at	0.67683
214530_x_at	0.67688
211639_x_at	0.67688
1553413_at	0.67688
217727_x_at	0.67692
211019_s_at	0.67692
55093_at	0.67707
231039_at	0.67716
1568696_at	0.67724
32699_s_at	0.67724
206926_s_at	0.67727
211369_at	0.67727
242163_at	0.67727
239349_at	0.67727
233651_s_at	0.67727
220636_at	0.67727
1559125_at	0.67727
232086_at	0.67727
229534_at	0.67727
208096_s_at	0.67727
1570366_x_at	0.67731
223210_at	0.67733
1558247_s_at	0.67737
202322_s_at	0.67746
204439_at	0.67746
204855_at	0.67746
204511_at	0.67753
1570221_at	0.67753
234568_at	0.67753
238507_at	0.67753
1559607_s_at	0.67753
216792_at	0.67753
241301_at	0.67753
224867_at	0.67753
242429_at	0.67753
226447_at	0.67753
242903_at	0.67753
201723_s_at	0.67753
240146_at	0.67753
44696_at	0.67753
226277_at	0.67753
237456_at	0.67753
216087_at	0.67753
235216_at	0.67753
221687_s_at	0.67758
208593_x_at	0.67758
224001_at	0.67772
1561085_at	0.67782
205614_x_at	0.67783
229387_at	0.67783
214424_s_at	0.67783
232738_at	0.67783
203508_at	0.67783
204412_s_at	0.67783
238450_at	0.67783
207627_s_at	0.67783
1565596_at	0.67783
228364_at	0.67783
227119_at	0.67783
237894_at	0.67783
240594_at	0.67783
211589_at	0.67783
228257_at	0.67783
213667_at	0.67783
222838_at	0.67783
1565677_at	0.67783
214256_at	0.67783
234955_at	0.67783
227466_at	0.67783
1555141_a_at	0.67783
204465_s_at	0.67783
1559377_at	0.67783
231618_s_at	0.67783
203160_s_at	0.67789
227530_at	0.67789
207446_at	0.67789
211670_x_at	0.67789
218005_at	0.67789
209686_at	0.67789
208283_at	0.67789
1554386_at	0.67789
239592_at	0.67789
213873_at	0.67789
215062_at	0.67789
211892_s_at	0.67789
224639_at	0.67789
1561332_at	0.67789
1570105_at	0.678
1563529_at	0.678
243533_x_at	0.678
221420_at	0.67803
232689_at	0.67803
214111_at	0.67803
231032_at	0.67803
242299_at	0.67803
233381_at	0.67803
241460_at	0.67803
217919_s_at	0.67803
209134_s_at	0.67803
224391_s_at	0.67803
1570224_at	0.67803
235341_at	0.67803
1558477_at	0.67803
213695_at	0.67803
217048_at	0.67803
212247_at	0.67803
240138_at	0.67803
1562904_s_at	0.67803
244238_at	0.67803
1566807_a_at	0.67803
220364_at	0.67821
241246_at	0.67821
210000_s_at	0.67821
240606_at	0.67821
224593_at	0.67821
238646_at	0.67821
238358_x_at	0.67821
229057_at	0.67821
205464_at	0.67821
208838_at	0.67821
231966_at	0.67831
1564567_at	0.67831
236509_at	0.67833
234508_at	0.67833
223720_at	0.67833
1569146_s_at	0.67833
228505_s_at	0.67833
227387_at	0.67833
217911_s_at	0.67833
1566870_at	0.67833
244006_at	0.67833
218687_s_at	0.67838
235085_at	0.67838
210559_s_at	0.67838
1566885_at	0.67838
213323_s_at	0.67841
210713_at	0.67844
1557840_at	0.67856
1552872_at	0.67857
208982_at	0.67857
205255_x_at	0.67857
230632_at	0.67857
201405_s_at	0.67857
240234_at	0.6786
243352_at	0.6786
202215_s_at	0.67861
223870_at	0.67861
244539_at	0.67861
1556347_at	0.67861
203169_at	0.67861
212880_at	0.67861
228767_at	0.67861
231027_at	0.67861
204656_at	0.67861
206800_at	0.67861
237814_at	0.67861
232580_x_at	0.67861
219495_s_at	0.67861
237954_x_at	0.67861
1558845_at	0.67861
210970_s_at	0.67861
237475_x_at	0.67861
218548_x_at	0.67861
223078_s_at	0.67861
225013_at	0.67861
55872_at	0.67861
200071_at	0.67861
1570057_x_at	0.67861
1562731_s_at	0.67861
1570115_at	0.67861
207917_at	0.67861
1558660_at	0.67861
1559890_a_at	0.67861
216797_at	0.67861
238289_at	0.67861
1561640_at	0.67861
205097_at	0.67861
39318_at	0.67861
1569098_s_at	0.67867
225371_at	0.67867
206774_at	0.67867
1558201_s_at	0.67867
232077_s_at	0.67867
1557829_at	0.67867
223648_s_at	0.67867
221978_at	0.67867
223328_at	0.67867
234952_s_at	0.67867
211249_at	0.67867
208836_at	0.67867
222922_at	0.67867
236214_at	0.67867
223886_s_at	0.67867
1554503_a_at	0.67867
232494_at	0.67867
234874_at	0.67867
204900_x_at	0.67867
1561413_at	0.67867
225596_at	0.67867
216102_at	0.67867
232971_at	0.67867
226237_at	0.67867
220798_x_at	0.67867
216081_at	0.67867
218950_at	0.67867
232427_at	0.67867
1555437_at	0.67867
1569555_at	0.67867
226238_at	0.67867
239011_at	0.67867
228839_s_at	0.67867
1560656_at	0.67867
237421_at	0.67867
240739_at	0.67867
228844_at	0.67867
229381_at	0.67867
1552562_at	0.67867
237346_at	0.67867
1567069_at	0.67867
225064_at	0.67867
227657_at	0.67867
241968_at	0.67867
205866_at	0.67867
231708_at	0.67867
223447_at	0.67867
228255_at	0.67867
202641_at	0.67867
1561307_at	0.67867
211020_at	0.67867
204081_at	0.67867
202461_at	0.67868
217979_at	0.67868
203048_s_at	0.67868
203031_s_at	0.67883
201722_s_at	0.67883
226598_s_at	0.67883
226592_at	0.67883
204476_s_at	0.67883
222357_at	0.67883
239444_at	0.67883
214679_x_at	0.67883
1557963_at	0.67888
239071_at	0.67888
235929_s_at	0.67894
201339_s_at	0.67903
1555053_at	0.67903
220211_at	0.67903
233540_s_at	0.67903
222548_s_at	0.67903
210644_s_at	0.67903
243221_at	0.67903
207510_at	0.67903
209867_s_at	0.67903
55616_at	0.67903
203875_at	0.67903
229065_at	0.67906
229604_at	0.67908
241373_at	0.67909
1561881_at	0.67909
232923_at	0.6791
202334_s_at	0.6791
216976_s_at	0.6791
1556781_at	0.6791
236971_at	0.6791
228793_at	0.6791
1570596_at	0.6791
209010_s_at	0.6791
206883_x_at	0.6791
233793_at	0.6791
205294_at	0.6791
202021_x_at	0.6791
201764_at	0.67915
205098_at	0.67931
228827_at	0.67933
243058_at	0.67948
212972_x_at	0.67949
235246_at	0.67949
231956_at	0.67949
219541_at	0.67949
1552777_a_at	0.67949
206566_at	0.67949
206205_at	0.67952
222848_at	0.67952
232345_at	0.67952
202066_at	0.67952
219300_s_at	0.67952
225400_at	0.67952
243006_at	0.67952
233608_at	0.67952
202636_at	0.67952
209676_at	0.67952
1559597_at	0.67954
201322_at	0.6796
215184_at	0.6796
237088_at	0.6796
44146_at	0.6796
235324_at	0.6796
1562396_at	0.6796
220386_s_at	0.6796
203002_at	0.6796
233673_at	0.6796
204727_at	0.6796
241303_x_at	0.6796
240962_at	0.6796
223748_at	0.67971
224077_at	0.67971
241492_at	0.67971
205414_s_at	0.67974
1552584_at	0.67978
1559668_s_at	0.67989
1563496_at	0.67989
239110_s_at	0.67989
1561956_at	0.67997
214521_at	0.68006
243170_at	0.68006
212591_at	0.68006
239808_at	0.68009
228286_at	0.68027
234068_s_at	0.68027
214092_x_at	0.68027
235146_at	0.68037
236993_at	0.68037
217363_x_at	0.68038
1561255_at	0.68038
216073_at	0.68038
1566182_at	0.68038
1558373_s_at	0.68038
216035_x_at	0.68042
201105_at	0.68042
217860_at	0.68042
241395_at	0.68042
213060_s_at	0.68056
214105_at	0.68063
213538_at	0.68063
233037_at	0.68063
244347_at	0.68063
231490_at	0.68063
1559995_at	0.68063
232387_at	0.68063
239688_at	0.68063
239079_at	0.68063
244374_at	0.68063
221160_s_at	0.68063
1569062_s_at	0.68063
240078_at	0.68063
239210_at	0.68063
215870_s_at	0.68063
235992_s_at	0.68063
205596_s_at	0.68063
223177_at	0.68063
227846_at	0.68063
1557615_a_at	0.68063
231870_s_at	0.68071
235125_x_at	0.68073
1557576_at	0.68077
207354_at	0.68085
218550_s_at	0.68091
205303_at	0.68093
238509_at	0.68093
206445_s_at	0.68093
227813_at	0.68093
216262_s_at	0.68097
209359_x_at	0.68101
238073_at	0.68101
225126_at	0.68101
207950_s_at	0.68101
232677_at	0.68101
241172_at	0.68101
225112_at	0.68101
221466_at	0.68103
239214_at	0.68115
234891_at	0.68115
207819_s_at	0.68133
237599_at	0.68135
214295_at	0.68136
210018_x_at	0.68137
209349_at	0.68142
207999_s_at	0.68142
209727_at	0.68142
222275_at	0.68152
226337_at	0.6816
220994_s_at	0.6816
227691_at	0.6816
1566096_x_at	0.6816
1570575_at	0.6816
224598_at	0.68162
212530_at	0.68162
210219_at	0.6817
221490_at	0.6817
1552870_s_at	0.6817
210355_at	0.68174
234199_at	0.68183
241457_at	0.68183
1565934_at	0.68188
230061_at	0.68195
232013_at	0.68195
207559_s_at	0.68212
1568643_a_at	0.68215
229058_at	0.68222
204502_at	0.68222
241976_at	0.68222
227053_at	0.68222
214197_s_at	0.68222
229077_at	0.68223
215198_s_at	0.68223
244863_at	0.68223
235351_at	0.68223
207138_at	0.68223
208167_s_at	0.68225
235760_at	0.68225
238641_at	0.68228
1555862_s_at	0.68228
244197_x_at	0.68229
1566251_at	0.68239
235502_at	0.68243
224332_s_at	0.68243
228604_at	0.68243
206797_at	0.68243
205864_at	0.68243
208827_at	0.68243
230091_at	0.68243
244597_at	0.68243
208826_x_at	0.68243
226773_at	0.68243
1559658_at	0.68243
234109_x_at	0.68243
40687_at	0.68243
1561436_at	0.68243
240353_s_at	0.68246
208543_at	0.6825
222339_x_at	0.6825
1554726_at	0.68254
240116_at	0.68254
243800_at	0.68256
230819_at	0.68256
1569320_at	0.68258
227755_at	0.68258
217080_s_at	0.68258
227076_at	0.68258
233131_at	0.68266
232672_x_at	0.68266
203497_at	0.68266
232538_at	0.68266
242753_x_at	0.68266
229056_at	0.68267
242309_at	0.68277
208137_x_at	0.68277
214222_at	0.68291
234153_at	0.68291
223755_at	0.68291
1552572_a_at	0.68291
224878_at	0.68291
240108_at	0.68291
210941_at	0.68291
220267_at	0.68291
220783_at	0.68291
244645_at	0.68291
1557723_at	0.68291
204430_s_at	0.68291
224555_x_at	0.68291
202243_s_at	0.68301
214261_s_at	0.68302
206357_at	0.68308
218428_s_at	0.68309
1569926_s_at	0.68309
201499_s_at	0.68309
243429_at	0.68309
200080_s_at	0.68309
91617_at	0.68309
206521_s_at	0.68325
225978_at	0.68325
224511_s_at	0.68325
232332_at	0.68329
242713_at	0.68329
231278_at	0.68329
1561192_at	0.68329
1565805_at	0.68331
244641_at	0.68331
204127_at	0.68331
220606_s_at	0.68331
237865_x_at	0.68331
228404_at	0.68331
242411_at	0.68331
212700_x_at	0.68336
224336_s_at	0.68336
225144_at	0.68342
220188_at	0.68343
230373_at	0.6835
1558230_at	0.6837
229426_at	0.68373
217000_at	0.68373
1564358_at	0.68373
1562793_at	0.68378
220600_at	0.68397
206629_at	0.68397
243344_at	0.68404
216840_s_at	0.68414
1568913_at	0.68414
240868_at	0.68425
242869_at	0.68426
243157_at	0.68428
214324_at	0.68428
209654_at	0.6843
216046_at	0.6843
237980_at	0.6843
220197_at	0.68434
1555779_a_at	0.68434
223190_s_at	0.6844
211261_at	0.68441
203246_s_at	0.68441
221146_at	0.6845
230425_at	0.6845
228949_at	0.6845
222995_s_at	0.6845
234576_at	0.6845
208280_at	0.6845
235935_at	0.6845
227214_at	0.6845
AFFX-BioB-5_at	0.68452
222990_at	0.68452
1570445_a_at	0.68467
244363_at	0.68472
224974_at	0.68472
242972_at	0.68472
1560867_a_at	0.68472
203090_at	0.68472
244268_x_at	0.68472
207660_at	0.68472
1562275_at	0.68472
1559929_at	0.68472
239462_at	0.68472
201106_at	0.68472
240713_s_at	0.68473
1556414_at	0.68473
238918_at	0.68473
233009_at	0.6848
205942_s_at	0.6848
212913_at	0.6848
218104_at	0.6848
1562905_at	0.6848
1564220_a_at	0.6848
215792_s_at	0.6848
235766_x_at	0.6848
1555284_at	0.6848
229448_at	0.6848
226785_at	0.6848
214438_at	0.6848
1553176_at	0.6848
214940_s_at	0.6848
234768_at	0.6848
223474_at	0.6848
242755_at	0.6848
220450_at	0.6848
243273_at	0.6848
219038_at	0.68482
1554703_at	0.68482
243005_at	0.68482
1553974_at	0.68494
205902_at	0.68512
212600_s_at	0.68516
239843_at	0.68531
229792_at	0.68531
232749_at	0.68531
1563018_at	0.68531
217029_at	0.68536
1561939_at	0.68537
1553780_at	0.68537
1567611_at	0.68537
208692_at	0.68537
242711_x_at	0.68537
213383_at	0.68537
236236_at	0.68537
200598_s_at	0.68537
242177_at	0.68537
238511_at	0.68537
212869_x_at	0.68537
1553484_at	0.68537
221296_at	0.68537
1563246_at	0.68537
209999_x_at	0.68537
206487_at	0.68537
213256_at	0.68537
202500_at	0.68546
210444_at	0.68546
1561976_at	0.68546
222154_s_at	0.68546
202398_at	0.68549
225327_at	0.6855
207471_at	0.6855
1566094_at	0.6855
215732_s_at	0.68563
205458_at	0.68563
207214_at	0.68563
204240_s_at	0.68563
219682_s_at	0.68563
232492_at	0.68563
1560002_at	0.68563
244402_at	0.68563
206841_at	0.68563
1556381_at	0.68563
1554258_a_at	0.68563
235236_at	0.6857
224958_at	0.6858
215837_x_at	0.6858
1564763_at	0.68582
223548_at	0.68583
229572_at	0.6859
231843_at	0.686
241199_x_at	0.686
222387_s_at	0.686
225907_at	0.686
201785_at	0.686
223022_s_at	0.686
1566680_at	0.68602
236292_at	0.68602
202980_s_at	0.68602
223823_at	0.68605
223300_s_at	0.68605
240914_at	0.68605
1570151_at	0.68605
220210_at	0.68605
207131_x_at	0.68605
1570219_at	0.68607
1565937_a_at	0.68611
206873_at	0.68616
1570537_a_at	0.68618
230776_at	0.68625
238614_x_at	0.68625
214711_at	0.68625
233567_at	0.68625
1557415_s_at	0.68625
1570043_at	0.68625
219774_at	0.68627
222392_x_at	0.68627
1552264_a_at	0.68627
218916_at	0.68628
221528_s_at	0.68633
1570486_at	0.68633
242483_at	0.68636
234291_s_at	0.68636
207413_s_at	0.68636
221656_s_at	0.68636
1569793_at	0.68641
212172_at	0.68642
213531_s_at	0.68642
242125_at	0.68644
202035_s_at	0.68646
1560434_x_at	0.6865
204772_s_at	0.6865
207906_at	0.6865
214939_x_at	0.6865
1562122_at	0.6865
242802_x_at	0.6865
212576_at	0.6865
214836_x_at	0.6865
1558719_s_at	0.6865
239693_at	0.6865
226130_at	0.6865
211334_at	0.6865
202254_at	0.6865
217975_at	0.68653
241999_at	0.68679
209739_s_at	0.68693
241386_at	0.68693
1554128_at	0.68695
206986_at	0.68695
233925_at	0.68695
209185_s_at	0.68695
240582_x_at	0.68695
1559288_at	0.68695
235020_at	0.68695
219340_s_at	0.68695
237009_at	0.68695
242298_x_at	0.68695
242679_at	0.68695
216169_at	0.68695
213569_at	0.68695
227822_at	0.68695
230188_at	0.68695
1554298_a_at	0.68695
203012_x_at	0.68695
204707_s_at	0.68695
229163_at	0.68695
207252_at	0.68695
243535_at	0.68695
242942_at	0.68695
221718_s_at	0.687
1570329_at	0.68707
236907_at	0.68709
210826_x_at	0.68709
1555179_at	0.68709
222697_s_at	0.68709
222158_s_at	0.6871
1555939_at	0.68717
1564097_at	0.68718
223113_at	0.68718
243853_at	0.68718
219432_at	0.68718
232085_at	0.68718
241913_at	0.68718
236691_at	0.68718
217570_x_at	0.68718
242032_at	0.68718
211057_at	0.68718
211341_at	0.68718
206269_at	0.68718
210253_at	0.68718
206223_at	0.68718
230691_at	0.68718
1558652_at	0.68718
217257_at	0.68718
1561401_at	0.68726
235443_at	0.6873
221646_s_at	0.68731
221213_s_at	0.68731
38710_at	0.68731
240848_at	0.68733
243961_at	0.68733
242566_at	0.68733
238040_at	0.68733
231085_s_at	0.68733
239218_at	0.68733
1554182_at	0.68733
1565613_at	0.68733
201615_x_at	0.68733
1557775_a_at	0.68733
204272_at	0.68733
1569666_s_at	0.68733
204027_s_at	0.68733
1564789_at	0.68733
217127_at	0.68733
211906_s_at	0.68733
230147_at	0.68733
229942_at	0.68733
218435_at	0.68733
241170_at	0.68733
33814_at	0.68733
238668_at	0.68733
243309_at	0.68733
222655_s_at	0.68733
215142_at	0.68733
1553890_s_at	0.68733
217469_at	0.68733
238546_at	0.68733
1555916_at	0.68733
206789_s_at	0.68733
238304_at	0.68733
227279_at	0.68733
1564911_at	0.68733
1553750_a_at	0.68733
236147_at	0.68733
218039_at	0.68733
1555504_at	0.68733
231880_at	0.68733
226925_at	0.68733
205898_at	0.68733
1565929_s_at	0.68733
216311_at	0.68733
242552_x_at	0.68733
237005_at	0.68733
217710_x_at	0.68733
235400_at	0.68744
238483_at	0.68755
207393_at	0.68776
1562716_at	0.68778
223068_at	0.68778
226425_at	0.68778
208043_at	0.68783
210529_s_at	0.68783
221430_s_at	0.688
204719_at	0.688
243389_at	0.68801
212549_at	0.68805
219660_s_at	0.68805
227928_at	0.68805
243025_at	0.68805
204843_s_at	0.68805
238283_at	0.68805
227234_at	0.68807
225238_at	0.68807
210354_at	0.68807
1566097_at	0.68808
215733_x_at	0.68811
1552468_a_at	0.68812
233216_at	0.68812
209013_x_at	0.68812
1555308_at	0.68812
235372_at	0.68812
1566156_at	0.68812
232869_at	0.68812
1570491_at	0.68812
211668_s_at	0.68812
1564144_at	0.68812
1552302_at	0.68812
217665_at	0.68812
244619_at	0.68812
336_at	0.68812
211679_x_at	0.68812
206805_at	0.68812
60474_at	0.68812
226728_at	0.68812
239598_s_at	0.68812
233752_s_at	0.68812
211932_at	0.68812
230123_at	0.68812
215856_at	0.68812
239069_s_at	0.68812
221542_s_at	0.68812
243138_at	0.68812
200708_at	0.68812
223553_s_at	0.68812
230242_at	0.68812
1558512_at	0.68812
236473_at	0.68812
207856_s_at	0.68812
1566700_at	0.68812
239413_at	0.68812
236732_at	0.68812
1556333_at	0.68813
1559244_at	0.68814
212438_at	0.68814
214542_x_at	0.68814
210294_at	0.68814
243177_at	0.68814
202448_s_at	0.68814
202692_s_at	0.68814
1553159_at	0.68814
214834_at	0.68814
239430_at	0.68822
235255_at	0.68826
1553452_at	0.68828
217776_at	0.68828
203006_at	0.68828
206065_s_at	0.68835
240553_at	0.68835
1560748_at	0.68835
230920_at	0.68845
223692_at	0.68845
222771_s_at	0.68845
226924_at	0.68845
1556212_x_at	0.68845
1566124_a_at	0.68845
225555_x_at	0.68845
232981_s_at	0.68845
205466_s_at	0.68845
205229_s_at	0.68848
1562348_at	0.6885
210265_x_at	0.68857
228891_at	0.68861
212373_at	0.68875
216844_at	0.68882
1565817_at	0.68882
226780_s_at	0.68892
217527_s_at	0.68899
230705_at	0.68906
205669_at	0.68906
211828_s_at	0.68906
235206_at	0.68906
203829_at	0.68906
235611_at	0.68907
1558135_at	0.68926
226913_s_at	0.68926
1560507_at	0.68926
218553_s_at	0.68926
200618_at	0.68926
1561237_at	0.68926
240294_at	0.68926
1566195_at	0.68926
216892_at	0.68926
243209_at	0.68926
220849_at	0.68933
240193_at	0.68938
241691_at	0.68938
217795_s_at	0.68938
208327_at	0.68938
211623_s_at	0.68938
1552944_a_at	0.68946
1560992_at	0.68946
242598_at	0.68951
212072_s_at	0.68953
229035_s_at	0.68953
216242_x_at	0.68953
235213_at	0.68953
212239_at	0.68953
234382_x_at	0.68953
1557756_a_at	0.68953
202202_s_at	0.68961
1569337_at	0.68966
234117_at	0.68974
201111_at	0.68979
207152_at	0.68984
207279_s_at	0.68984
211568_at	0.68984
206053_at	0.68984
1555446_s_at	0.68984
1564287_at	0.68984
228938_at	0.6899
208684_at	0.6899
240545_at	0.6899
1565080_at	0.6899
210571_s_at	0.6899
1556639_at	0.6899
229519_at	0.6899
205371_s_at	0.6899
1564590_a_at	0.6899
220108_at	0.6899
239391_at	0.6899
1562587_at	0.6899
230751_at	0.6899
224630_at	0.6899
243736_at	0.6899
221066_at	0.6899
1559161_at	0.6899
240454_at	0.6899
218657_at	0.6899
235698_at	0.68991
239952_at	0.68991
239571_at	0.68991
201131_s_at	0.68991
202172_at	0.68991
209401_s_at	0.68991
228566_at	0.68991
244018_at	0.68991
207996_s_at	0.68991
213869_x_at	0.68991
217013_at	0.68991
219431_at	0.68991
226345_at	0.68991
208853_s_at	0.68994
208331_at	0.68994
244750_at	0.68994
211943_x_at	0.68994
228679_at	0.68994
219149_x_at	0.68994
1554143_a_at	0.68994
240392_at	0.68994
211877_s_at	0.68994
238154_at	0.68994
219319_at	0.68994
229855_at	0.68997
1568873_at	0.68997
1562507_at	0.68997
210937_s_at	0.69003
237776_at	0.69003
1560982_at	0.69003
226019_at	0.69003
1553243_at	0.69007
211267_at	0.69013
226405_s_at	0.69013
243272_at	0.69022
1557067_s_at	0.69022
243622_at	0.69022
1559303_at	0.69022
236739_at	0.69022
1561424_at	0.69022
208515_at	0.69022
213916_at	0.69022
1556163_a_at	0.69022
202593_s_at	0.69022
220018_at	0.69022
227525_at	0.69022
204072_s_at	0.69022
1566087_at	0.69022
242867_x_at	0.69022
224328_s_at	0.69022
208123_at	0.69022
229289_at	0.69024
210953_at	0.69027
240374_at	0.6903
1552518_s_at	0.6903
1557745_at	0.69042
227854_at	0.69042
227100_at	0.69044
213875_x_at	0.69049
1569057_s_at	0.69054
206698_at	0.69054
243292_at	0.69059
209282_at	0.69059
244846_at	0.69059
217056_at	0.69059
241696_at	0.69061
1568826_at	0.69061
220846_s_at	0.69061
244148_at	0.69061
208889_s_at	0.69061
1555136_at	0.69061
244531_at	0.69061
1569142_at	0.69061
218960_at	0.69061
223269_at	0.69061
1552835_at	0.69061
1565722_at	0.69061
221567_at	0.69061
202402_s_at	0.69061
218289_s_at	0.69061
216068_at	0.69061
202955_s_at	0.69061
203202_at	0.69061
204092_s_at	0.69061
238622_at	0.69061
1557985_s_at	0.69061
1552665_at	0.69061
239431_at	0.69061
234941_s_at	0.69061
236127_at	0.69061
226921_at	0.69061
242139_s_at	0.69061
76897_s_at	0.69061
215038_s_at	0.69061
212104_s_at	0.69061
214606_at	0.69061
239685_at	0.69061
227606_s_at	0.69061
231999_at	0.69061
233799_at	0.69065
207154_at	0.69065
206482_at	0.69073
214417_s_at	0.69074
208911_s_at	0.69074
1558641_at	0.69074
220039_s_at	0.69076
222163_s_at	0.69076
233416_at	0.69076
239784_at	0.69076
1565775_at	0.69076
207691_x_at	0.69076
202490_at	0.69076
215833_s_at	0.69087
206029_at	0.69093
219444_at	0.69093
208148_at	0.69104
208748_s_at	0.69104
244393_x_at	0.69104
213089_at	0.69104
236014_at	0.69104
202064_s_at	0.69104
1559957_a_at	0.69104
240400_at	0.69104
238374_at	0.69104
1562747_at	0.69104
209059_s_at	0.69109
216292_at	0.6911
221095_s_at	0.69112
211803_at	0.69112
243042_at	0.69116
204009_s_at	0.69124
202582_s_at	0.69124
1553218_a_at	0.69124
234618_at	0.69124
1557837_a_at	0.69124
234578_at	0.69124
1552563_a_at	0.6914
224792_at	0.6914
244247_at	0.6914
228035_at	0.69141
1564525_at	0.69141
221747_at	0.69142
205778_at	0.69144
218318_s_at	0.69145
201449_at	0.69148
220311_at	0.69149
231265_at	0.69156
1552486_s_at	0.69156
203357_s_at	0.69156
217083_at	0.69159
1557149_at	0.69167
205827_at	0.6917
1556757_a_at	0.69174
209565_at	0.69174
200680_x_at	0.692
201274_at	0.692
1557562_at	0.69202
216870_x_at	0.69209
229685_at	0.69209
230860_at	0.69209
1556994_at	0.69209
208818_s_at	0.69209
41469_at	0.69209
214491_at	0.69225
237833_s_at	0.69228
203040_s_at	0.69236
237156_at	0.69236
209029_at	0.69236
236649_at	0.69236
207814_at	0.69236
1557897_at	0.69236
209612_s_at	0.69236
1556624_at	0.69244
1562896_at	0.69248
212781_at	0.6925
210037_s_at	0.6925
225453_x_at	0.6925
217592_at	0.6925
241134_at	0.6925
233683_at	0.6925
241875_at	0.6925
217258_x_at	0.6925
205062_x_at	0.6925
222096_x_at	0.6925
206233_at	0.6925
204327_s_at	0.6925
1559495_at	0.6925
201838_s_at	0.6925
227224_at	0.6925
1557022_at	0.6925
1553076_at	0.6925
225129_at	0.69251
200795_at	0.69251
211166_at	0.69251
242357_x_at	0.69251
1552599_at	0.69251
224992_s_at	0.69251
1566513_a_at	0.69251
222265_at	0.69251
222666_s_at	0.69251
1554643_at	0.69251
225564_at	0.69251
232824_at	0.69251
1553959_a_at	0.69251
221053_s_at	0.69251
234951_s_at	0.69251
216348_at	0.69251
1565685_at	0.69251
216105_x_at	0.69251
1565925_at	0.69251
218546_at	0.69251
240578_at	0.69251
216917_s_at	0.69251
220572_at	0.69251
228334_x_at	0.69251
214066_x_at	0.69251
233648_at	0.69251
212382_at	0.69251
1562013_a_at	0.69251
1561919_at	0.69251
1560671_at	0.69253
220467_at	0.69271
206301_at	0.69275
206467_x_at	0.69276
216147_at	0.69281
1555515_a_at	0.69281
242639_at	0.69291
205676_at	0.69295
1565016_at	0.69296
202247_s_at	0.69296
221534_at	0.693
221662_s_at	0.693
223327_x_at	0.693
221580_s_at	0.693
1561741_at	0.6931
221672_s_at	0.6931
227430_at	0.69315
224500_s_at	0.69317
231958_at	0.69323
243740_at	0.69323
239918_at	0.69339
244326_at	0.69342
227463_at	0.69342
